name,price,onPrescription
ALBENDAZOLE 400MG CPR PELL B/2,6300,FALSE
ALBENDAZOLE 400MG SUSP BUV F/1,705,FALSE
ALBENDOL 4% SUSP BUV 10ML,865,FALSE
ALBENDOL 400MG CPR B/1,675,FALSE
ALCER 40MG CPR B/30,6960,FALSE
ALCER 40MG PDRE INJ B/1 + SOLV,4045,FALSE
ALCIPRO 500MG CPR PELL B/10,2550,FALSE
ALDACTAZINE CPR B/20,3785,FALSE
ALDACTONE 50MG CPR B/20,4375,FALSE
ALDACTONE 50MG CPR B/30,8035,FALSE
ALDACTONE 75MG CPR B/20,6560,FALSE
ALDACTONE 75MG CPR B/30,11810,FALSE
ALDOMET 250MG CPR B/30,2140,FALSE
ALDOMET 500MG CPR B/30,3810,FALSE
ALEPSAL 100MG CPR BT 30,2315,FALSE
ALEPSAL 50MG CPR BT 30,1390,FALSE
"ALERCHEK 0,1% COLL F/5ML",3540,FALSE
ALEVO 500MG CPR B/5,2965,FALSE
ALFAMOX 1G PDRE SUSP BUV SACH,3930,FALSE
ALFAMOX 500MG PDRE SUSP BUV SA,2795,FALSE
ALFENAC 100MG CPR B/10,2055,FALSE
ALFER SP F/200ML,2730,FALSE
ALFER 100MG CPR B/30,2910,FALSE
ALGESAL BAUME TB 40G,2505,FALSE
ALGESAL SURACTIVE CREME TB 40G,2505,FALSE
ALGISEDAL CPR 500MG BT 16,1555,FALSE
ALLERCET 10MG CPR B/10,1940,FALSE
ALLERCET 5MG/5ML SP F/100ML,1295,FALSE
ALLERGINE 10MG CPR B/15,3565,FALSE
ALLERGODIL COLL F/6ML,4615,FALSE
ALLERGODIL 0.127MG PUL NAS10ML,4500,FALSE
ALLERGOSONE SOL BUV FL/30ML,3280,FALSE
"ALMAX FORTE 1,5G SUSP BUV SACH",4550,FALSE
"ALMAX 1G/7,5ML SUSP BUV F/225M",4050,FALSE
ALMIDE COLLYRE FL 5ML,3095,FALSE
ALODONT BAIN BCHE FL 200ML,2000,FALSE
ALOFACT 100/500MG CPR B/20,3435,FALSE
ALOPLASTINE SIMPLE PATE TB 90G,1455,FALSE
ALOX SUSP BUV F/200ML,2160,FALSE
ALPHACHYMOTRYPSINE LQ A.5MLBT5,2625,FALSE
ALTRAFLAM 100MG CPR B/10,2860,FALSE
ALUMINIUM HYDROX 500MG CPR B20,540,FALSE
ALVIR 200MG CPR DISP B/30,6835,FALSE
ALVIR 5% CR T/5G,2850,FALSE
ALZOL 400MG CPR B/1,920,FALSE
ALZOL 400MG SUSP BUV F/10ML,1430,FALSE
AMADAY 10MG B/30,8070,FALSE
AMADAY 5MG CPR B/30,6600,FALSE
AMALAR SUSP F/10ML,1780,FALSE
AMALAR 525MG CPR  B/150,26540,FALSE
"AMAPINE H 5/12,5MG CPR B/30",5170,FALSE
AMAPINE 10MG CPR B/10,3995,FALSE
AMAPINE 10MG CPR B/30,5010,FALSE
AMAPINE 5MG CPR B/10,2665,FALSE
AMAPINE 5MG CPR B/30,5485,FALSE
AMAREL 1MG CPR BTE 30,3490,FALSE
AMAREL 2MG CPR BTE 30,5230,FALSE
AMAREL 3MG CPR BTE 30,6825,FALSE
AMAREL 4MG CPR BTE 30,11020,FALSE
AMARYL M  SR 2MG/500MG CPR B/3,5785,FALSE
AMARYL M 2MG/500MG CPR B/30,6750,FALSE
AMBROX DENK 60MG CPR B/10,2315,FALSE
AMBROX DENK 60MG CPR B/20,3585,FALSE
AMCARD 10MG CPR B/28,6435,FALSE
AMCARD 10MG CPR B/28 CAM,6840,FALSE
AMCARD 5MG CPR B/28,3230,FALSE
AMCARD 5MG CPR B/28 CAM,3415,FALSE
AMEP 10MG CPR B/14,3495,FALSE
AMEP 10MG CPR B/28,6315,FALSE
AMEP 5MG CPR B/14,2225,FALSE
AMEP 5MG CPR B/28,3820,FALSE
AMEP 5MG CPR B/56,6290,FALSE
AMIDERM CR T/30G,1855,FALSE
AMIFER SP F/200ML,3425,FALSE
AMILIP 10MG CPR B/30,6040,FALSE
AMILIP 5MG CPR B/30,4540,FALSE
AMILO 5MG CPR B/14,2060,FALSE
AMILO 5MG CPR B/28,3655,FALSE
AMITRON 250MG SUSP BUV F/60ML,1125,FALSE
AMITRON 500MG GEL B/12,1280,FALSE
AMLIBON 10MG CPR B/30,5175,FALSE
AMLIBON 5MG CPR B/30,3215,FALSE
AMLO DENK 10MG CPR B/50,9135,FALSE
AMLO DENK 5MG CPR B/50,7525,FALSE
AMLOAS-AT 5MG/50MG CPR B/30,7890,FALSE
AMLODIPINE PFIZER 10MG GEL B/9,18180,FALSE
AMLODIPINE PFIZER 5MG GEL B/30,5810,FALSE
AMLODIPINE TABRAD 10MG CPR B/1,15307,FALSE
AMLONG 10MG CPR B/30,6830,FALSE
AMLONG 5MG CPR B/30,4005,FALSE
AMLOR 10MG GEL B/30,13102,FALSE
AMLOR 5MG CPR B/14,6170,FALSE
AMLOR 5MG CPR B/56,10235,FALSE
AMLOR 5MG GEL B/30,10490,FALSE
AMLOSTAR 10MG CPR B/30,5705,FALSE
AMLOSTAR 5MG CPR B/30,4570,FALSE
AMLOTENSINE 5MG CPR B/30,3760,FALSE
AMLOWIN 10MG CPR B/30,4815,FALSE
AMOCLAN BID 1G FCT CPR B/14,5870,FALSE
"AMOCLAN BID 200MG/28,5MG PDRE",3035,FALSE
AMOCLAN BID400MG/57MG PDRE SUS,4350,FALSE
AMOCLAN FORTE 312MG SUSP BUV F,3705,FALSE
AMOCLAN 625MG CPR B/15,5060,FALSE
AMODEX 250MG PDRE SUSP F/30G,1305,FALSE
AMODEX 500MG GELULE BT 12,1205,FALSE
AMODIAQUINE 200MG CPR B/1000,26080,FALSE
AMODIAQUINE 50MG/5ML SP 60ML,465,FALSE
AMOKOD 125MG PDRE SP FL/60ML,1035,FALSE
AMOKOD 250MG PDRE SP FL/60ML,1545,FALSE
AMOXI DENK 1000MG CPR B/10,2590,FALSE
AMOXI-DENK 500MG CPR 2BL10,2545,FALSE
AMOXICILL AC CLAV 500/125MG CP,11867,FALSE
AMOXICILLIN SANDOZ 500MG CPR B,6695,FALSE
AMOXICILLINE ALICE 500MG 10BL1,4320,FALSE
AMOXICILLINE BMS 250MG/60ML SP,910,FALSE
AMOXICILLINE BMS 500MG 50BL10,34440,FALSE
AMOXICILLINE UBI 500MG GEL 10,8270,FALSE
AMOXICILLINE 250MG PPS 60ML,505,FALSE
AMOXICILLINE 250MG SUSP F100ML,1107,FALSE
AMOXICILLINE 500MG CPR 2BL10,1590,FALSE
AMOXICLAV DENK 1000/125MG SACH,5665,FALSE
AMOXICLAV DENK 1000MG PDR SACH,3935,FALSE
"AMOXICLAV DENK 500MG/62,5MG CP",3915,FALSE
AMOXICLAV TABRAD 500MG/125MG A,4245,FALSE
AMOXICO 500MG GEL B/100,4675,FALSE
AMOXIREX 500MG GEL B/12,1195,FALSE
AMPICILLINE PPI 1G F/50,15360,FALSE
AMPICILLINE UBI 1G PDRE SOL IN,303,FALSE
AMPICILLINE UBI 1G PDRE SOL IN,18420,FALSE
AMPICILLINE UBI 500MG GEL 10 B,8270,FALSE
AMTIBA 500MG CPR B/4,805,FALSE
AMUSTIL CREME TB 30G,2485,FALSE
ANAFRANIL FORT 75MG CPR BT 20,6485,FALSE
ANAFRANIL 10MG CPR BT 60,2760,FALSE
ANAFRANIL 25MG CPR BT 50,5420,FALSE
ANAFRANIL 25MG INJ AMP2ML BT 5,1930,FALSE
ANALGIN 500MG CPR B/10,715,FALSE
ANASTROZOLE DENK 1MG CPR B/30,22700,FALSE
ANCOPIR AMP INJ BTE 5,2830,FALSE
ANDRIOL CPR BT 30,8645,FALSE
ANDROCUR 50MG CPR B/20,12650,FALSE
ANDROCUR 50MG CPR BT 20,12650,FALSE
ANGINOVAG AERO/10ML,2360,FALSE
ANGISPRAY COLLUT SOL PULV BUC,3550,FALSE
ANGISPRAY COLLUTOIRE FL 40ML,3550,FALSE
ANOMEX SUPPO B/10,4625,FALSE
ANTADYS 100MG CPR BT 15,2600,FALSE
ANTALGEX GEL B/20,1070,FALSE
ANTALGEX T GEL 1BL20,1715,FALSE
ANTARENE CODEINE 200/30MG CPR,2890,FALSE
ANTARENE CODEINE 400MG/60MG CP,2890,FALSE
ANTI-KALIUM NA SACH B/20,19980,FALSE
ANTIBIO SYNALAR GTT AURIC 10ML,1655,FALSE
ANTIDOL CPR B/20,570,FALSE
ANTIFLAM T3A POT TABS 25MG,875,FALSE
ANTIFLAM T3A POT TABS 50MG,1570,FALSE
ANTIGRIPPINE VIT C CPR BT 12,1555,FALSE
ANTIHEMORROIDAIRE CR T30G,750,FALSE
ANTIHEMORROIDAIRE SUPPO B/100,11160,FALSE
ANTIHEMORROIDAL PDE T/30G,2925,FALSE
ANTIPLATT 75MG CPR B/30,15910,FALSE
ANUSOL POMMADE TB 33G,2950,FALSE
ANUSOL SUPPO BT 24,3595,FALSE
APAZIDE 200MG GEL B/16,1420,FALSE
APAZIDE 4% SUSP F/100ML,1860,FALSE
APDROPS COLL F/3ML,2600,FALSE
APDYL-H SIROP 100ML,1800,FALSE
APFLU PDRE EFFV SACH B/10,2325,FALSE
APIFEN 400 CPR B/30,1705,FALSE
APIOLINE CHAPOTEAUT CAPS B/20,2960,FALSE
APOTEL PLUS 600/20MG SOL INJ A,4095,FALSE
"APOTEL 1G/6,7ML SOL PERF IV AM",4870,FALSE
APPETINE VIT SP F/100ML,2600,FALSE
APPETITO BB SP F/200ML,4770,FALSE
APRAMOL 500MG CPR B/20,705,FALSE
APRAMOL 500MG CPR EFFV B/16,1100,FALSE
APRANAX 275 MG CPR BT 10,1450,FALSE
APRANAX 550MG CPR B/10,2605,FALSE
APROVASC 150/5MG CPR B/28,15915,FALSE
APROVASC 150MG/10MG CPR B/28,16485,FALSE
APROVASC 300/10MG CPR B/28,18195,FALSE
APROVASC 300/5MG CPR B/28,17060,FALSE
APROVEL 150MG CPR BTE 28,15525,FALSE
APROVEL 300MG CPR BTE 28,16375,FALSE
APURONE CPR 400MG BT 30,9030,FALSE
ARBITEL 40 MG CPR B/30,5125,FALSE
ARCALION 200 CPR DRAG B/20,3605,FALSE
ARCO 125MG/50MG CPR B/8,3815,FALSE
ARCONIFED SR 20MG CPR B/30,2790,FALSE
ARCOXIA 120MG CPR B/7,5625,FALSE
ARCOXIA 60MG CPR B/7,4445,FALSE
ARCOXIA 90MG CPR B/7,5570,FALSE
AREMIC 10MG CPR B/7,3265,FALSE
ARENAX 100MG/300MG CPR B/6,2855,FALSE
ARGININE VEYRON BUV A.5ML BT20,2810,FALSE
ARGININE VEYRON SIROP FL 250ML,4630,FALSE
ARGINOTRI B CPR PELL B/24,3070,FALSE
ARGYROL 1% FAURE COLLY FL 10ML,1065,FALSE
ARIMIDEX 1MG CPR PELL B/30,87170,FALSE
ARNICAN CREME DERMIQUE TB 50G,1975,FALSE
AROMA BAUME CREME TB 50G,1890,FALSE
ARPHOS MAGN BUV AMP 10ML B/20,4700,FALSE
ARSIQUINOFORME 250MG CPR B/15,2485,FALSE
ARSUAMOON 50MG/150MG CPR B/24,2802,FALSE
ARTANE 2MG CPR BT 50,1795,FALSE
ARTANE 5MG CPR BT 20,1780,FALSE
ARTECOM CPR B/8,4000,FALSE
ARTEDAR 100MG CPR B/6 + 3,3485,FALSE
ARTEDIAM 400MG CPR COBL6+6 B/1,3320,FALSE
ARTEDIAM 75MG/5ML PDRE SUSP BU,2700,FALSE
ARTEFAN PDRE SUSP AVEC PHOTO F,3885,FALSE
ARTEFAN PDRE SUSP F/60ML,3285,FALSE
ARTEFAN 20/120MG CPR B/24,2380,FALSE
ARTEFAN 20/120MG CPR DISP B/6,1185,FALSE
ARTEFAN 40/240MG CPR B/12,2855,FALSE
ARTEFAN 40/240MG CPR B/6,1730,FALSE
ARTEFAN 60/360MG CPR B/6,2300,FALSE
ARTEFAN 80/480MG CPR B/6,2860,FALSE
ARTELAC COLL F/10ML,2945,FALSE
ARTEM 80MG/1ML AMP INJ B/6,4885,FALSE
ARTEMAL 50/200MG CPR B/24,3440,FALSE
ARTEME/LUMEFA 180/1080G SUSP B,1500,FALSE
ARTEMETHER LUMEFANTRINE 80/480,2095,FALSE
ARTEMETHER UBI 20MG AMP INJ B/,4595,FALSE
ARTEMETHER UBI 40MG IM AMP INJ,6860,FALSE
ARTEMETHER UBI 80MG AMP INJ B/,8220,FALSE
ARTEMETHER+LUMEFANTRIN20/120MG,13960,FALSE
ARTEMETHER+LUMEFANTRIN20/120MG,24900,FALSE
ARTEMETHER+LUMEFANTRIN20/120MG,23195,FALSE
ARTEMON KIT COMP AD B/24,3005,FALSE
ARTENAM 100MG AMP B/7,7410,FALSE
ARTENAM 40MG AMP B/5,4310,FALSE
ARTEQUIN PED SACH B/3,3415,FALSE
ARTEQUIN 300/375 CPR B/6,2850,FALSE
ARTEQUIN 600/750 LACTAB B/6,3760,FALSE
ARTEROPIRINE 75MG CPR  B/30,4275,FALSE
ARTESIANE 100MG AMP INJ B/10,9565,FALSE
ARTESIANE 160MG SUPPOGEL B/6,6225,FALSE
ARTESIANE 20MG AMP INJ B/10,5600,FALSE
ARTESIANE 20MG AMP INJ B/3,2595,FALSE
ARTESIANE 40MG SUPPOGEL B/6,2875,FALSE
ARTESIANE 40MG/ML AMP INJ B/10,7415,FALSE
ARTESIANE 80MG AMP INJ B/5,5220,FALSE
ARTESIANE300MG KIT INJ AMP3ML+,3150,FALSE
ARTESUN 120MG IM IV SOL INJ B/,2610,FALSE
ARTESUN 200MG CPR B/6,2665,FALSE
ARTESUN 30MG IV SOL INJ B/1,855,FALSE
ARTESUN 60MG SOL INJ B/1,1315,FALSE
ARTESUNAT+AMODIAQUIN 50/153MG,2330,FALSE
ARTESUNAT+AMODIAQUIN 50/153MG,2970,FALSE
ARTESUNAT+AMODIAQUIN 50/153MG,6055,FALSE
ARTESUNAT+AMODIAQUIN 50/153MG,9565,FALSE
ARTESUNAT+AMODIAQUIN50/153MG C,9000,FALSE
ARTESUNAT+AMODIAQUIN50/153MG C,16610,FALSE
ARTESUNATE  60MG/ML INJ B/1,1360,FALSE
ARTHELERIA L CPR B/24,3505,FALSE
ARTHEPA-1 80MG/ML AMP INJ 1ML,5255,FALSE
ARTHROCINE 200MG CPR BT 30,7425,FALSE
ARTIMED 50MG CPR B/10,1150,FALSE
ARTIZ DP 80/480MG CPR B/6,2855,FALSE
ARTIZ FORTE 40MG/240MG CPR B/1,2870,FALSE
ARTIZ SUSP BUV F/60ML,2890,FALSE
ARTOTEC 50MG CPR B/30,6165,FALSE
ARTRIM 15/90MG SUSP BUV F/60ML,2890,FALSE
ARTRIM 40/240MG CPR B/12,3425,FALSE
ASAQ DENK FIXED DOSE CPR B/6,2640,FALSE
ASAQ WINT 100/270MG CPR 25BL3,21130,FALSE
ASAQ WINT 100/270MG CPR 25BL6,29020,FALSE
ASAQ WINT 100MG/270MG AD CPR B,930,FALSE
ASAQ WINT 100MG/270MG ENF CPR,750,FALSE
ASAQ WINT 50/135MG CPR 25BL3,15820,FALSE
ASAQ WINT 50MG/135MG ENF CPR B,670,FALSE
ASCABIOL EMUL EXT FL 125ML,3685,FALSE
ASCOFER GELULE BT 30,2450,FALSE
ASCORTONYL AMP. BUV. BTE 24,3845,FALSE
ASMOFORCE 100MG CPR B/4,3470,FALSE
ASMOFORCE 50MG CPR B/4,2755,FALSE
ASMOXIME 200MG CPR PELL SEC B/,5635,FALSE
ASNA ANTIVENOM C SOL INJ F/10M,39985,FALSE
ASPEGIC VITC 500MG PDRE SACH B,1850,FALSE
"ASPEGIC 0,5G INJ AMP BT 20 MH",10595,FALSE
"ASPEGIC 0,5G INJ AMP BT 6",3445,FALSE
ASPEGIC 1G INJ AMP BT 20 MH,18320,FALSE
ASPEGIC 1G INJ AMP BT 6,5335,FALSE
ASPEGIC 100MG NN PDRE SOL BUV,1215,FALSE
ASPEGIC 1000 PDR ORAL SAC.BT20,2415,FALSE
ASPEGIC 250 PDR ORAL SACH BT20,1310,FALSE
ASPEGIC 500 PDR ORAL SACH BT20,1620,FALSE
ASPIRIN CARDIO CPR GASTRO RESI,1365,FALSE
"ASPIRINE DU RHONE 0,5G CPR B30",1130,FALSE
ASPIRINE PH8 CPR DRG BT 20,695,FALSE
ASPIRINE PH8 CPR DRG BT 50,1385,FALSE
ASPIRINE UPSA VIT C CPR EFFV T,1215,FALSE
ASPIRINE UPSA 1G CPR EFFV B/20,2615,FALSE
ASPRO 500MG CPR EFFV B/20,1815,FALSE
ASTAPH 250MG SP F/60ML,3145,FALSE
ASTAPH 250MG/5ML PDRE SUSP BUV,4265,FALSE
ASTAPH 500MG GEL B/12,3435,FALSE
ASTAPH 500MG GEL B/24,4625,FALSE
ATACAND 16MG CPR B/28,19490,FALSE
ATACAND 16MG CPR SEC B/30,19490,FALSE
ATACAND 4MG CPR SEC B/30,12990,FALSE
ATACAND 8MG B/28 COMP,18085,FALSE
ATACAND 8MG CPR SEC B/30,18085,FALSE
ATARAX 2MG/ML SP FV 200ML,2260,FALSE
ATARAX 25MG CPR B/30,2310,FALSE
ATENOLOL DENK 50MG CPR/100BL,7805,FALSE
ATEPADENE 30MG GEL T/30,4590,FALSE
ATEPADENE 30MG GELU BT 30,4435,FALSE
ATORFIT AM 10MG/10MG CPR B/30,8255,FALSE
ATORFIT AM 10MG/5MG CPR B/30,7120,FALSE
ATORFIT 10MG CPR B/30,5245,FALSE
ATORFIT 20MG CPR B/30,7650,FALSE
ATORVASTATINE SP 20MG CPR PELL,5700,FALSE
ATORVASTATINE SP 40MG CPR PELL,9105,FALSE
ATRICAN 250MG  CAPSULE BT 8.,3365,FALSE
ATURGYL NAS SOL FL NEB 15ML,1185,FALSE
AUGMACILLIN 200MG PDRE SUSP F/,2435,FALSE
AUGMACILLIN 400MG PDRE SUSP F/,3995,FALSE
AUGMENTIN 1G PDRE SUSP BUV SAC,6480,FALSE
AUGMENTIN 100MG BB PDR/SP 30ML,2260,FALSE
AUGMENTIN 100MG ENF PDRSP 60ML,4140,FALSE
AUGMENTIN 1000MG/200MG IV PDRE,3015,FALSE
AUGMENTIN 500/50MG IV SOL INJ,1795,FALSE
AUGMENTIN 500MG CPR PELL B/16,4507,FALSE
AUREOMYCIN SPECIA3% PDE T/15G,1160,FALSE
AUREOMYCINE MONOT 3% DRQ.TB15G,1185,FALSE
AUREOMYCINE VALDA 1% PDE OPHT,355,FALSE
AUREOMYCINE VALDA 3% PDE DERM,545,FALSE
AURICULARUM SUSP AURIC PDRE +,5655,FALSE
AURIPAX SOLUT AURICULAIRE 15ML,1635,FALSE
AUROMETFORMIN 850MG CPR B/140,7660,FALSE
AUROTHER 80MG/480MG CPR B/6,2355,FALSE
AUROTHRIN 500MG CPR PELL B/3,4250,FALSE
AUROXETIL 750MG AMP SOL INJ B/,2145,FALSE
"AVAMYS 27,5MCG/PULV SUSP NAS F",2395,FALSE
AVANDIA 4MG CPR PELL B/14,3540,FALSE
AVAS 10MG CPR B/30,4345,FALSE
AVAS 10MG CPR PELL B/30,4345,FALSE
AVAS 20MG CPR B/30,6845,FALSE
AVAS 20MG CPR PELL B/30,6845,FALSE
"AVAXIM 160 AD SER PRER/0,5ML B",13850,FALSE
AVELOX 400MG CPR B/5,9675,FALSE
AVLOCARDYL LP 160 GELULE BT 28,6110,FALSE
AVLOCARDYL 160MG LP GEL B/30,6115,FALSE
AVLOCARDYL 40MG CPR B/50,2435,FALSE
AXOL PROCTO CR AVEC APPLICAT T,3115,FALSE
AZANTAC 150MG COMP.EFF.BTE 30,10225,FALSE
AZANTAC 150MG CPR BT 30,13505,FALSE
AZANTAC 150MG CPR EFF BT 20,11780,FALSE
AZANTAC 300MG CPR BT 14,12365,FALSE
AZANTAC 300MG CPR EFFV BT 14,16425,FALSE
AZANTAC 50MG INJ AMP 2ML BT 5,4635,FALSE
AZANTAC 75MG COMP EFF B/14,2485,FALSE
AZARGA 10MG/ML 5MG/ML COLL F/5,14260,FALSE
AZIBAC 500MG CPR B/3,4665,FALSE
AZIBACT 500MG CPR B/3,4125,FALSE
AZIBIO 500MG CPR PELL B/3,3975,FALSE
AZICURE 200MG/5ML SUSP ORAL F/,3880,FALSE
AZICURE 250MG CPR B/6,4185,FALSE
AZICURE 500MG CPR B/3,4185,FALSE
AZIDERM CR T/15G,2975,FALSE
AZITHRIN DRY PDRE SUSP BUV F/1,2335,FALSE
AZITHRIN 250MG GEL B/6,2635,FALSE
AZITHRIN 500MG GEL B/3,3190,FALSE
AZITHRO 100MG PDRE SUSP BUV SA,1610,FALSE
AZITHRO 200MG PDRE SUSP BUV SA,2290,FALSE
AZITRINE SUSP F/15ML,2565,FALSE
AZITRINE 250MG CPR B/6,2290,FALSE
AZITRINE 500MG CPR B/3,4555,FALSE
AZITRO ACINO 250MG CPR B/3,2850,FALSE
AZITRO ACINO 500MG CPR B/3,4555,FALSE
AZITRO MEPHA 250MG CPR B/3,2850,FALSE
AZITRO MEPHA 500MG CPR B/3,4555,FALSE
AZIWOK 250MG GEL B/6,6070,FALSE
AZIX 500MG CPR B/3,5490,FALSE
AZOLE 4% SUSP BUV F/10ML,1110,FALSE
AZOLE 400MG CPR B/1,1055,FALSE
AZOPT 10MG COLL F/5ML,11515,FALSE
AZOTIK 500MG CPR B/3,4490,FALSE
AZYTER 15MG/G COLL SOL UNID B/,4580,FALSE
BACICOLINE BACITR.COLLY FL 5ML,1895,FALSE
BACQURE 500MG INJ AMP B/1,9115,FALSE
BACTEO APAISYL GEL ANTIBACT T/,1795,FALSE
BACTIFLOX 250MG LACTAB BTE 10,4905,FALSE
BACTIFLOX 500MG LACTAB B/10,6270,FALSE
BACTIFLOX 750MG CPR B/10,7410,FALSE
BACTIGRAM 250MG/5ML SUSP BUV F,6125,FALSE
BACTIGRAM 500MG GEL B/8,4490,FALSE
BACTOCLAV 1G CPR B/12,5730,FALSE
BACTOCLAV 125MG PDRE SUSP BUV,2980,FALSE
BACTOCLAV 625MG CPR B/12,3915,FALSE
BACTOPOUMON SUSP BUV F/100ML,2115,FALSE
BACTOX 1G IM FL+AMP BT 1,1355,FALSE
BACTOX 125MG/5ML PDRE SUSP BUV,1230,FALSE
BACTOX 250MG/5ML PDRE SUSP BUV,1585,FALSE
BACTOX 500MG GEL B/100,6175,FALSE
BACTOX 500MG GELULE BT 12,1880,FALSE
BACTOX 500MG PDRE SIROP SS FL,2635,FALSE
BACTRIM ADULTE CPR B/20,1985,FALSE
BACTRIM FORTE AD CPR B/10,2285,FALSE
BACTRIM PEDIAT BUV F/100ML,2180,FALSE
BACTRIM PERF AMP 5ML B/6 MH,3350,FALSE
BACTROBAN POMMADE TB 15G,4185,FALSE
BANEOCIN POMMADE TB 20G,1410,FALSE
BANEOCIN POUDRE FL 10G,1325,FALSE
BAUME DE TOLU POT/250G,71195,FALSE
BAUME EHRLICH TUBES 75ML,3550,FALSE
BAUME SAINT-BERNARD TB 100G,2545,FALSE
BAUME SAINT-BERNARD TB 42G,1955,FALSE
BAYCUTENE CREME TB 15G,3215,FALSE
BECILAN 250MG CPR BT 40,4795,FALSE
BECLAV 1000MG/200MG IV PDRE SO,1990,FALSE
BECLAV 625MG CPR B/20,4315,FALSE
BECOACTIN SP F/200ML,2340,FALSE
BECOZYME CPR ENR B/20,810,FALSE
BECOZYME INJ AMP/2ML B/12,3200,FALSE
BECTACEF 1000MG/500MG PDR PPI+,2340,FALSE
BEDELIX 3G PDRE SUSP BUV SACH,3900,FALSE
BENDACEL 200MG/5ML SUSP BUV F/,525,FALSE
BENDEX 200MG/5ML SUSP BUV F/10,610,FALSE
BENDEX 400MG CPR SACH/1 B/20 H,4745,FALSE
BENGUE BAUME PDE TB 40G,3380,FALSE
"BENZATHINE BENZYLPENI UBI 2,4M",1155,FALSE
BENZOLE 200MG/5ML SUSP BUV10ML,730,FALSE
BENZOLE 400MG CPR B/1,715,FALSE
BEPANTHENE ONGUENT 5% TB 30G,2690,FALSE
BEPANTHENE 5% ONGUENT PDE T/30,2695,FALSE
BERLOCID 240MG SP F/100ML,2080,FALSE
